title_company,category,level,requirements,salary,urlsCatalog
"Remote Development Team Leader
Silent Eight","Backend, java","Senior, Expert",Java|Spring|Git|SQL|AWS|Leadership skills|English|Elasticsearch|PostgreSQL|Communication skills|Problem solving|Proactivity|Team player,"30 000 - 33 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/remote-development-team-leader-silent-eight-bydgoszcz-gx9jaysa
"Business Intelligence Engineer- INTERN
OEConnection",Business Intelligence,Trainee,"Python/R|SQL and databases|Interest in Business Intelligence|IT or similar student/graduate|Technical skills|English language fluency|Being happy to learn a lot!|Power BI, data factories, Azure","4 200 PLN
brutto miesięcznie (UoP) oblicz netto|25 PLN
brutto godzinowo (UoP) ",https://nofluffjobs.com/pl/job/business-intelligence-engineer-intern-oeconnection-krakow-tcwe1d1u
"Trainee Web Developer
ONE House","Fullstack, html&css",Trainee,HTML&CSS,"3 000 - 3 500 PLN
brutto miesięcznie (UZ) ",https://nofluffjobs.com/pl/job/trainee-web-developer-one-house-warszawa-vlywwg1x
"Software Engineer .NET - INTERNSHIP
OEConnection","Fullstack, .net",Trainee,.NET|C#|SQL|IT or similar student/graduate|Technical skills|English language fluency|Being happy to learn a lot!,"4 200 PLN
brutto miesięcznie (UoP) oblicz netto|25 PLN
brutto godzinowo (UoP) ",https://nofluffjobs.com/pl/job/software-engineer-net-internship-oeconnection-krakow-i9hv1wt9
"Remote Mid / Senior Java Developer
IZUMI IT COMPANY","Backend, java","Mid, Senior",Java|Java 8+|Spring Framework|Spring Security|Spring Session|Spring Data|Spring Boot|Опыт использования как реляционных баз данных|NoSQL|орошее понимание ООП и SOLID,"8 537 - 16 221 PLN
brutto miesięcznie (UoP) oblicz netto|2 000 - 3 800 USD
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-mid-senior-java-developer-izumi-it-company-upq3tihb
"Trainee Backend Developer - płatny staż
Virtua Codelab Sp. z o.o.","Backend, php",Trainee,PHP|English|Polish|jQuery,"bezpłatny

staż",https://nofluffjobs.com/pl/job/trainee-backend-developer-platny-staz-virtua-codelab-krakow-9bk41uzq
"Trainee Backend Developer - płatny staż
Virtua Codelab Sp. z o.o.","Backend, php",Trainee,PHP|English|Polish|jQuery,"bezpłatny

staż",https://nofluffjobs.com/pl/job/trainee-backend-developer-platny-staz-virtua-codelab-rzeszow-9bk41uzq
"Automation Intern
GGS IT Consulting",Business Analyst,Trainee,SQL|Problem solving|Proactivity|English|Communication skills|Team player|Critical thinking,"3 000 - 3 500 PLN
brutto miesięcznie (UZ) ",https://nofluffjobs.com/pl/job/automation-intern-ggs-it-consulting-krakow-fw4ecdyj
"Junior Remote Integration Engineer
proALPHA Group",IT Administrator,Junior,English|Windows|Team player|Communication skills|Problem solving|Programming experience|RDBMS,"5 500 - 11 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-remote-integration-engineer-proalpha-group-652gm0ym
"Junior Remote Integration Engineer
proALPHA Group",IT Administrator,Junior,English|Windows|Team player|Communication skills|Problem solving|Programming experience|RDBMS,"5 500 - 11 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-remote-integration-engineer-proalpha-group-gliwice-652gm0ym
"Junior ERP Service Consultant Finance
proALPHA Group",Support,Junior,Team player|Communication skills|Problem solving|English|Finance,"5 000 - 10 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-erp-service-consultant-finance-proalpha-group-remote-pixnz9aw
"Junior ERP Service Consultant Finance
proALPHA Group",Support,Junior,Team player|Communication skills|Problem solving|English|Finance,"5 000 - 10 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-erp-service-consultant-finance-proalpha-group-gliwice-pixnz9aw
"Junior SQL Support~Konfiguracja Kampanii
Crestt",Support,"Trainee, Junior",SQL|Communication skills|Team player|Problem solving,"7 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|7 000 - 10 000 PLN
brutto miesięcznie (UZ) ",https://nofluffjobs.com/pl/job/junior-sql-support-konfiguracja-kampanii-crestt-warszawa-5zwmmwmk
"IT Systems Engineer
Adform Sp. z o.o.",Support,Mid,Linux|Shell|English|Team player|Communication skills|Problem solving,"18 000 - 24 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/it-systems-engineer-adform-warsaw-mfemutwo
"Technical Support Engineer
Align",Support,"Mid, Senior",Active Directory|TCP/IP|DHCP|DNS|VPN troubleshooting|BCS,"7 500 - 9 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/technical-support-engineer-align-wroclaw-bggea0vv
"Identity and Access Management Engineer
AVENGA",Security,Senior,IAM|Identity Management|Access Management|Identity and Access Management|REST API|Okta|SailPoint|Security|Problem solving,"19 320 - 23 520 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 18 000 PLN
brutto miesięcznie (UoP) oblicz netto|115 - 140 PLN
+ vat (B2B) godzinowo |14 000 - 18 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/identity-and-access-management-engineer-avenga-remote-490o8gwe
"Intern -Data Management Consultant
Informatica Polska",Inne,Trainee,sql|linux|English,"5 376 PLN
brutto miesięcznie (UZ) |32 PLN
brutto godzinowo (UZ) ",https://nofluffjobs.com/pl/job/intern-data-management-consultant-informatica-polska-remote-cwfnbsmw
"Intern -Data Management Consultant
Informatica Polska",Inne,Trainee,sql|linux|English,"5 376 PLN
brutto miesięcznie (UZ) |32 PLN
brutto godzinowo (UZ) ",https://nofluffjobs.com/pl/job/intern-data-management-consultant-informatica-polska-krakow-cwfnbsmw
"Junior C++ Developer
Strikersoft LLC","Backend, c++",Junior,C++|oop|RDBMS|json|rest|Git,"4 268 - 8 537 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|1 000 - 2 000 USD
+ vat (B2B) miesięcznie ",https://nofluffjobs.com/pl/job/junior-c-developer-strikersoft-llc-remote-pcbuo69s
"Młodszy Specjalista ds. Wdrożeń
MMSOFT S.C.",Support,"Trainee, Junior",Windows|Polish,"4 000 - 6 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/mlodszy-specjalista-ds-wdrozen-mmsoft-s-c-krakow-il6dwq1g
"Junior Motion Designer at Supersonic
On The Spot Development",Design,"Trainee, Junior",Adobe After Effects|Communication skills|Problem solving|Proactivity,"3 201 - 6 403 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|750 - 1 500 USD
+ vat (B2B) miesięcznie ",https://nofluffjobs.com/pl/job/junior-motion-designer-at-supersonic-on-the-spot-development-warsaw-qc0b4xqe
"Remote Junior Manual Test Engineer
Ideamotive","Testing, sql",Junior,SQL|English|Polish|Communication skills|Problem solving|JIRA|Postman|Team player|min 1 year in manual testing commercial experience,"11 000 - 13 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/remote-junior-manual-test-engineer-ideamotive-1kk5zyil
"Remote Junior Manual Test Engineer
Ideamotive","Testing, sql",Junior,SQL|English|Polish|Communication skills|Problem solving|JIRA|Postman|Team player|min 1 year in manual testing commercial experience,"11 000 - 13 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/remote-junior-manual-test-engineer-ideamotive-warszawa-1kk5zyil
"Junior HTML & CSS Developer
WebArray","Frontend, html&css",Junior,HTML&CSS|JavaScript|Bootstrap|English|Polish,"3 500 - 7 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|3 500 - 7 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-html-css-developer-webarray-remote-ry3ilpwj
"Remote Junior Java Developer
Vodeno","Backend, java",Junior,Java|Spring|Hibernate|English,"7 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|7 000 - 10 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-junior-java-developer-vodeno-utlwiujz
"Remote Junior Java Developer
Vodeno","Backend, java",Junior,Java|Spring|Hibernate|English,"7 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|7 000 - 10 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-junior-java-developer-vodeno-warsaw-utlwiujz
"Remote Junior Java Developer
Vodeno","Backend, java",Junior,Java|Spring|Hibernate|English,"7 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|7 000 - 10 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-junior-java-developer-vodeno-katowice-utlwiujz
"Remote .NET Developer
PSI Polska","Backend, .net",Mid,English|.NET,"15 120 - 23 520 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 17 000 PLN
brutto miesięcznie (UoP) oblicz netto|90 - 140 PLN
+ vat (B2B) godzinowo |14 000 - 17 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-net-developer-psi-polska-l894xqia
"Remote .NET Developer
PSI Polska","Backend, .net",Mid,English|.NET,"15 120 - 23 520 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 17 000 PLN
brutto miesięcznie (UoP) oblicz netto|90 - 140 PLN
+ vat (B2B) godzinowo |14 000 - 17 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-net-developer-psi-polska-poznan-l894xqia
"Remote .NET Developer
PSI Polska","Backend, .net",Mid,English|.NET,"15 120 - 23 520 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 17 000 PLN
brutto miesięcznie (UoP) oblicz netto|90 - 140 PLN
+ vat (B2B) godzinowo |14 000 - 17 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-net-developer-psi-polska-szczecin-l894xqia
"Junior IT Support Specialist
Exorigo-Upos",Support,"Trainee, Junior",SQL,"5 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-it-support-specialist-exorigo-upos-gliwice-rfvobezp
"Junior Java Developer
Fondy Ltd.","Backend, java",Junior,Java|Spring|PostgreSQL|SQL|English|Git|Communication skills,"6 000 - 12 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-java-developer-fondy-ltd-remote-rkromb1n
"Junior Remote React Developer
Exorigo-Upos","Frontend, react",Junior,React,"7 000 - 11 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|6 000 - 10 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-remote-react-developer-exorigo-upos-j6svz2ok
"Junior IT Support Specialist
Contrain Group",Support,Trainee,Windows|Microsoft|Windows Server|Polish|LAN/WLAN,"4 500 - 6 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-it-support-specialist-contrain-group-lodz-gqm82fep
"Test Engineer
Aplitt sp. z o.o.","Testing, .net",Junior,SQL|Polish|SOAP|test case|testing|.net,"7 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|6 000 - 8 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/test-engineer-aplitt-remote-trywn3rb
"Test Engineer
Aplitt sp. z o.o.","Testing, .net",Junior,SQL|Polish|SOAP|test case|testing|.net,"7 000 - 10 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|6 000 - 8 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/test-engineer-aplitt-gdansk-trywn3rb
"Junior Java Developer
SOFTIQ Sp. z o.o.","Backend, java",Junior,SQL|PostgreSQL|Oracle|Java,"5 000 - 8 400 PLN
brutto miesięcznie (UZ) |5 000 - 8 400 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-java-developer-softiq-remote-bsf47cvx
"Junior Java Developer
SOFTIQ Sp. z o.o.","Backend, java",Junior,SQL|PostgreSQL|Oracle|Java,"5 000 - 8 400 PLN
brutto miesięcznie (UZ) |5 000 - 8 400 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/junior-java-developer-softiq-gliwice-bsf47cvx
"Frontend Developer
Aebi Schmidt Polska Sp. z o.o.","Frontend, typescript",Mid,JavaScript|HTML|CSS|Git|English|Angular|Team player|TypeScript|Proactivity|Problem solving,"12 000 - 16 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/frontend-developer-aebi-schmidt-polska-katowice-vjpxguk7
"Product Owner (SAFe)
TechnipFMC",Agile,Mid,Agile|backlog refinement|English|Communication skills|Problem solving|Program Increment planning|defining Stories|Definition of Done,"12 000 - 16 500 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|10 000 - 14 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/product-owner-safe-technipfmc-remote-kvhiniqb
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-szczecin-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-bydgoszcz-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-lodz-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-rzeszow-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-bialystok-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-opole-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-bielskobiala-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-czestochowa-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-krakow-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-wroclaw-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-gdansk-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-poznan-aykdwymx
"Remote Lead / Senior Java Developer
umlaut Sp. z o.o.","Backend, java","Senior, Expert",Java|Spring Boot|JPA|Gradle|NoSQL|SQL|REST|TDD|Communication skills|Team player|English,"18 480 - 27 720 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|14 000 - 22 000 PLN
brutto miesięcznie (UoP) oblicz netto|110 - 165 PLN
+ vat (B2B) godzinowo |14 000 - 22 000 PLN
brutto miesięcznie (UoP) ",https://nofluffjobs.com/pl/job/remote-lead-senior-java-developer-umlaut-lublin-aykdwymx
"Remote Mid Kotlin Developer
Jakdojade (City-nav Sp. z o.o.)","Backend, kotlin",Mid,SQL|Polish|Team player|Communication skills|Proactivity|Problem solving|Critical thinking|Spring|Git|2 years experience|Spring Boot|kotlin,"10 000 - 20 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 500 - 16 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-mid-kotlin-developer-jakdojade-city-nav-plhyfcf8
"Remote Mid Kotlin Developer
Jakdojade (City-nav Sp. z o.o.)","Backend, kotlin",Mid,SQL|Polish|Team player|Communication skills|Proactivity|Problem solving|Critical thinking|Spring|Git|2 years experience|Spring Boot|kotlin,"10 000 - 20 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 500 - 16 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-mid-kotlin-developer-jakdojade-city-nav-poznan-plhyfcf8
"Remote Mid Kotlin Developer
Jakdojade (City-nav Sp. z o.o.)","Backend, kotlin",Mid,SQL|Polish|Team player|Communication skills|Proactivity|Problem solving|Critical thinking|Spring|Git|2 years experience|Spring Boot|kotlin,"10 000 - 20 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 500 - 16 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-mid-kotlin-developer-jakdojade-city-nav-warszawa-plhyfcf8
"Remote Mid Kotlin Developer
Jakdojade (City-nav Sp. z o.o.)","Backend, kotlin",Mid,SQL|Polish|Team player|Communication skills|Proactivity|Problem solving|Critical thinking|Spring|Git|2 years experience|Spring Boot|kotlin,"10 000 - 20 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 500 - 16 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-mid-kotlin-developer-jakdojade-city-nav-krakow-plhyfcf8
"Remote Mid Kotlin Developer
Jakdojade (City-nav Sp. z o.o.)","Backend, kotlin",Mid,SQL|Polish|Team player|Communication skills|Proactivity|Problem solving|Critical thinking|Spring|Git|2 years experience|Spring Boot|kotlin,"10 000 - 20 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 500 - 16 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-mid-kotlin-developer-jakdojade-city-nav-gdansk-plhyfcf8
"Remote Mid Kotlin Developer
Jakdojade (City-nav Sp. z o.o.)","Backend, kotlin",Mid,SQL|Polish|Team player|Communication skills|Proactivity|Problem solving|Critical thinking|Spring|Git|2 years experience|Spring Boot|kotlin,"10 000 - 20 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|8 500 - 16 500 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/remote-mid-kotlin-developer-jakdojade-city-nav-wroclaw-plhyfcf8
"Frontend developer
Finbi Sp. z o.o.","Frontend, angular","Mid, Senior",Angular|JavaScript|CSS|HTML|TypeScript|Git|Sass|REST|Polish|Team player|node,"16 800 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|800 - 1 200 PLN
+ vat (B2B) dziennie ",https://nofluffjobs.com/pl/job/frontend-developer-finbi-remote-krk3efbn
"Frontend developer
Finbi Sp. z o.o.","Frontend, angular","Mid, Senior",Angular|JavaScript|CSS|HTML|TypeScript|Git|Sass|REST|Polish|Team player|node,"16 800 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|800 - 1 200 PLN
+ vat (B2B) dziennie ",https://nofluffjobs.com/pl/job/frontend-developer-finbi-warszawa-krk3efbn
"Java developer
Finbi Sp. z o.o.","Backend, java","Mid, Senior",Java|Spring|Git|REST|Hibernate|Oracle DB|SQL|Problem solving|Communication skills,"16 800 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|800 - 1 200 PLN
+ vat (B2B) dziennie ",https://nofluffjobs.com/pl/job/java-developer-finbi-remote-ew3webgz
"Java developer
Finbi Sp. z o.o.","Backend, java","Mid, Senior",Java|Spring|Git|REST|Hibernate|Oracle DB|SQL|Problem solving|Communication skills,"16 800 - 25 200 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""|800 - 1 200 PLN
+ vat (B2B) dziennie ",https://nofluffjobs.com/pl/job/java-developer-finbi-warszawa-ew3webgz
"Javascript/React Developer
Locon Sp. z o.o.","Frontend, javascript","Mid, Senior",Polish|Team player|JavaScript|React|TypeScript|Sass|CSS,"15 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/javascript-react-developer-locon-remote-s89p2fdm
"Javascript/React Developer
Locon Sp. z o.o.","Frontend, javascript","Mid, Senior",Polish|Team player|JavaScript|React|TypeScript|Sass|CSS,"15 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/javascript-react-developer-locon-szczecin-s89p2fdm
"Javascript/React Developer
Locon Sp. z o.o.","Frontend, javascript","Mid, Senior",Polish|Team player|JavaScript|React|TypeScript|Sass|CSS,"15 000 - 25 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/javascript-react-developer-locon-warszawa-s89p2fdm
"Remote Ruby Developer
Get IT Dan Sp. z o. o.","Backend, ruby",Mid,Ruby on Rails|Team player|Problem solving|Proactivity|Ruby,"11 000 - 16 000 PLN
+ vat (B2B) miesięcznie oblicz ""na rękę""",https://nofluffjobs.com/pl/job/remote-ruby-developer-get-it-dan-h9mh9p4a
"Senior Frontend Engineer
Bolt","Frontend, react",Senior,React|English,"19 000 - 35 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-frontend-engineer-bolt-warszawa-nkphnggn
"Senior Fullstack Engineer
Bolt","Fullstack, javascript",Senior,JavaScript,"19 000 - 35 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-fullstack-engineer-bolt-warszawa-v3mm7tki
"Senior Tester / Test Lead
Citi Service Center","Testing, testing",Senior,Selenium|English|JIRA|testing|Team player|Communication skills|Proactivity|Problem solving|Leadership skills|Test management|Test coordination,"10 000 - 20 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-tester-test-lead-citi-service-center-warsaw-nntbulh8
"Data Tester
Citi Service Center","Testing, sql",Mid,SQL|English|JIRA|API Tests|Communication skills,"7 500 - 14 400 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/data-tester-citi-service-center-warsaw-3egka3rj
"Senior Software Engineer
Bolt","Backend, node",Senior,English|Node,"19 000 - 35 000 PLN
brutto miesięcznie (UoP) oblicz netto",https://nofluffjobs.com/pl/job/senior-software-engineer-bolt-warszawa-jbqa9pzz
